summary_nr,Event Date,Event Keywords,con_end,Construction End Use,build_stor,Building Stories,proj_cost,Project Cost,proj_type,Project Type,Degree of Injury,nature_of_inj,Nature of Injury,part_of_body,Part of Body,event_type,Event type,evn_factor,Environmental Factor,hum_factor,Human Factor,task_assigned,Task Assigned,hazsub,fat_cause
220794648,9/10/2015,"PLUMBING,ELECTRICAL,ELECTROCUTED",C,Commercial building,1,1,C,"$250,000 to $500,000",A,New project or new addition,Fatal,10,Electrocution,4,Whole Body,13,Shock,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,10
220975502,4/12/2017,"SHOCK,WALL,ELECTROCUTED,ELECTRIC SHOCK,CONSTRUCTION,CONDUIT,DEMOLITION,BURN,BUILDING,WORK RULES",C,Commercial building,2,2,F,"$5,000,000 to $10,000,000",E,Other,Nonfatal,10,Electrocution,17,Forearm,13,Shock,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,12
220878607,8/17/2016,"ELECTRICAL,ELECTROCUTED,ELECTRICIAN",H,Other building,1,1,F,"$5,000,000 to $10,000,000",B,Alteration or rehabilitation,Fatal,10,Electrocution,12,Hand,13,Shock,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,9
220967434,4/19/2017,"PELVIS,AGRICULTURE,FALL,FRACTURE,ANIMAL HANDLER",0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,31,Heart,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220958227,4/17/2017,"BURN,FOOD PREPARATION,FRYER,FOOT,LEG,MAINTENANCE",0, ,0, ,0, ,0, ,Nonfatal,4,Chemical Burn,11,Feet,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220948301,4/12/2017,"BALER,HEAD,CRUSHED,BALER DOOR,CAUGHT BETWEEN",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220963540,4/11/2017,"TRENCH,CAVE-IN,CONSTRUCTION,INSTALLING,EXCAVATION,WATER PIPE",0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,31,Heart,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220949788,4/11/2017,"CHEMICAL,EXPLOSION",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220944672,4/3/2017,"SAW,AMPUTATION,FINGER,FOOD PREPARATION",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220943856,3/25/2017,"BARGE,FALL,JUMP ON MOVING EQUIP,DROWNING",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220936355,3/23/2017,"PROPANE,MATERIAL HANDLING,MANUAL MAT HANDLING",0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,3,Back,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220978894,3/23/2017,"WRIST,LADDER,FRACTURE,FALL",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",24,Wrist,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220943716,3/23/2017,"STRUCK AGAINST,BLADE,MACHINE GUARDING,MEAT SLICING MACHINE,AMPUTATION,LOST CONTROL,FINGER,BANDSAW,THUMB",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220942767,3/22/2017,"WRIST,BURN,COMMUNICATION,LOCKOUT/TAGOUT,HOT WATER,HAND,FACE",0, ,0, ,0, ,0, ,Nonfatal,5,Fire Burn,24,Wrist,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220940092,3/16/2017,"AGRICULTURE,EMERGENCY RESPONSE,DIZZINESS",0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,4,Whole Body,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220942692,3/15/2017,"ATV,BACK,MOTOR VEHICLE",0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,3,Back,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220947881,2/26/2017,"PROPANE,BURN,FACE,HAND,IGNITION SYSTEM,FIRE,EXPLOSION",0, ,0, ,0, ,0, ,Nonfatal,5,Fire Burn,12,Hand,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220933493,2/13/2017,"PULLEY,AMPUTATED,FINGER,ROPE",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220930739,2/7/2017,"TOXIC FUMES,AMMONIA,COMPRESSED GAS,AGRICULTURE MACHINERY/VEHICLE,PRESSURE VESSEL,EJECTED,CHEMICAL BURN,ACCIDENTAL DISCHARGE",0, ,0, ,0, ,0, ,Nonfatal,4,Chemical Burn,16,Left Leg,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220968986,2/4/2017,"HAND,KNIFE,LACERATION",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,12,Hand,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220913206,10/19/2016,"CHEST,KNIFE",0, ,0, ,0, ,0, ,Fatal,18,Puncture,5,Ribs,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220929210,1/31/2017,"AUGER,AGRICULTURE,AGRICULTURE MACHINERY/VEHICLE,LACERATION,HAND",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",12,Hand,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220922967,1/13/2017,"ELECTRIC ARC,ELECTRICAL BOX",0, ,0, ,0, ,0, ,Nonfatal,5,Fire Burn,9,Face,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220922975,1/13/2017,"BURN,CONSTRUCTION,ELECTRICAL BOX,ELECTRICAL TESTING,FACE,ELECTRICAL CABINET,ELECTRIC ARC",0, ,0, ,0, ,0, ,Nonfatal,5,Fire Burn,9,Face,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220921415,1/12/2017,"STRUCK BY,SAW,AMPUTATION,LUMBER",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,12,Hand,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220920250,1/11/2017,CONVEYOR,0, ,0, ,0, ,0, ,Nonfatal,16,Illness,1,Abdomen,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220922884,1/9/2017,"CAUGHT IN,AMPUTATED,AUGER,FINGER,MACHINE GUARDING,AMPUTATION,MAINTENANCE,HAND,CLEANING",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220934715,10/19/2016,"BOAT,DROWNING",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",5,Ribs,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220931356,8/14/2016,"SLICER,FINGER,MEAT SLICING MACHINE,HAND,BLADE,STRUCK AGAINST,UNGUARDED,BANDSAW,AMPUTATED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220860431,6/12/2016,"BOAT,DROWN",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,28,Lungs (Puncture),14,Other,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220857890,5/16/2016,"PUNCTURE,NAIL,ACCIDENTAL DISCHARGE,CONSTRUCTION,EQUIPMENT OPERATOR",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,16,Left Leg,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220858310,5/12/2016,"STEERING,STEERING WHEEL,WATER,MOTOR VEHICLE",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,19,Internal Injuries,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220831879,2/20/2016,"TREE TRIMMING,ELECTROCUTED,TREE FELLING",0, ,0, ,0, ,0, ,Fatal,10,Electrocution,4,Whole Body,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220830947,2/16/2016,"AGRICULTURE,AGRICULTURE MACHINERY/VEHICLE,DROWNING",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",4,Whole Body,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220830327,2/13/2016,"ACETYLENE TORCH,FACE,LEAK,FIRE,BURN",0, ,0, ,0, ,0, ,Fatal,5,Fire Burn,24,Wrist,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220829204,2/10/2016,"STRUCK AGAINST,HEART ATTACK",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,13,Head,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220839732,1/4/2016,"WORKPLACE VIOLENCE,KNIFE",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,20,Neck,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220814016,11/12/2015,"ASPHYXIATED,BOAT,DROWNING,LIFE JACKET",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",28,Lungs (Puncture),14,Other,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220814909,11/8/2015,"STRUCK AGAINST,BRAKE,MOTOR VEHICLE,EJECTED,BACKING UP",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220807622,11/1/2015,"BURN,FIRE,IGNITION SYSTEM,FLAMMABLE VAPORS,FLAMMABLE LIQUID",0, ,0, ,0, ,0, ,Fatal,5,Fire Burn,19,Internal Injuries,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220825293,10/21/2015,"AMPUTATED,HAND,RUN OVER,LAWN MOWER,BLADE,FALL",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",12,Hand,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220807564,10/15/2015,"PETROLEUM NAPHTHA,OIL WELL DRILLING,GAS WELL,FIRE,EXPLOSION",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220805212,10/8/2015,"WELDING,EXPLOSION",0, ,0, ,0, ,0, ,Fatal,5,Fire Burn,19,Internal Injuries,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220788095,8/10/2015,"SPEEDING,MOTOR VEHICLE,AUTOMOBILE",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0
220849798,4/28/2016,"CONSTRUCTION,HEART ATTACK,LADDER,FALL",A,Single family or duplex dwelling,1,1,A,"Under $50,000",C,Maintenance or repair,Nonfatal,21,Serious Fall/Strike,4,Whole Body,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0
220839468,3/21/2016,"PIPE,TRENCH,ASPHYXIATED,COLLAPSE,SEWER",A,Single family or duplex dwelling,1,1,C,"$250,000 to $500,000",A,New project or new addition,Fatal,2,"Asphyxiation, Drowning",4,Whole Body,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,S777,27
220931760,2/8/2017,"PELVIS,REPAIR,STRUCK AGAINST,WATER PIPE,IMPALED,FALLING OBJECT,TRENCH",G,Sewer/water treatment plant,0, ,0, ,C,Maintenance or repair,Nonfatal,18,Puncture,30,0,14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,25
220867196,7/9/2016,"BULLDOZER,EQUIPMENT OPERATOR,DROWN",C,Commercial building,1,1,F,"$5,000,000 to $10,000,000",A,New project or new addition,Fatal,2,"Asphyxiation, Drowning",28,Lungs (Puncture),14,Other,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,25
220939508,3/10/2017,"STRUCK BY,FRACTURE,MAINTENANCE,MACHINE GUARDING,GUARD,LOCKOUT/TAGOUT,COMPUTER OPERATED,UNSECURED,ARM,WIRE DRAWING MACHINE",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",2,Arm,1,Struck-by,1,Pinch Point Action,4,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,0,0
220953053,4/25/2017,"CAUGHT IN,THUMB,LOCKOUT/TAGOUT,AMPUTATION,MACHINE GUARDING,FAN BELT,ROTATING PARTS",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220941355,3/4/2017,"AMPUTATED,MATERIAL HANDLING,FINGER,CAUGHT BETWEEN,CRUSHED",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220927933,1/26/2017,"REPAIR,CAUGHT BETWEEN,CRUSHED,MAINTENANCE,GUARD",0, ,0, ,0, ,0, ,Nonfatal,3,"Bruising, Contusion",2,Arm,2,Caught in or between,1,Pinch Point Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220924609,1/18/2017,"ARM,CRUSHED,DUMP TRUCK BED,DUMP TRUCK,CAUGHT BETWEEN",0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,2,Arm,2,Caught in or between,1,Pinch Point Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220929384,12/28/2016,"CAUGHT IN,INDUSTRIAL TRUCK,AMPUTATION,RIGGING,FINGER",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,1,Pinch Point Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220886097,9/12/2016,"CAUGHT IN,CAUGHT BETWEEN,MOTOR VEHICLE,HEAD,TRAILER TRUCK,CRUSHING",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,2,Caught in or between,1,Pinch Point Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220882583,8/9/2016,"CAUGHT IN,ROTATING PARTS,MACHINE GUARDING",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,2,Caught in or between,1,Pinch Point Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220809859,11/11/2015,"CAUGHT BETWEEN,CRUSHED,GUARD,EQUIPMENT OPERATOR,HEAD",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,2,Caught in or between,1,Pinch Point Action,4,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,0,0
220934293,2/4/2017,"FINGER,AMPUTATION,LATHE",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,14,Other,1,Pinch Point Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220944052,2/27/2017,"STRUCK BY,FALLING OBJECT,LEG,FRACTURE,UNSECURED",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",11,Feet,1,Struck-by,2,Catch Point/Puncture Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220952451,5/3/2017,"CAUGHT BY,MECHANICAL SHOCK,MECH MALFUNCTION",0, ,0, ,0, ,0, ,Fatal,3,"Bruising, Contusion",1,Abdomen,2,Caught in or between,2,Catch Point/Puncture Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220924435,1/12/2017,"LOCKOUT/TAGOUT,AMPUTATION",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,2,Caught in or between,2,Catch Point/Puncture Action,4,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,0,0
220932768,1/27/2017,"STRUCK BY,TRUCK,CRUSHED,MOTOR VEHICLE,BACKING UP,BACK-UP ALARM",N,"Excavation, landfill",0, ,B,"$50,000 to $250,000",A,New project or new addition,Fatal,21,Serious Fall/Strike,19,Internal Injuries,2,Caught in or between,2,Catch Point/Puncture Action,4,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,0,0
220924625,1/17/2017,"PIPE,BLADE,AMPUTATION,DRAIN PIPE,BANDSAW,STRUCK AGAINST",0, ,0, ,0, ,0, ,Nonfatal,1,"Amputation, Crushing",10,Fingers,14,Other,2,Catch Point/Puncture Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220936868,3/5/2017,"STRUCK BY,TREE LIMB,HEAD,HIGH WIND,TREE",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,5,Flying Object Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220848618,4/28/2016,"WORKPLACE VIOLENCE,STOMACH,GUNSHOT,CHEST",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,5,Ribs,1,Struck-by,5,Flying Object Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220940035,3/13/2017,"STRUCK BY,LACERATION,UNSECURED",C,Commercial building,0, ,A,"Under $50,000",B,Alteration or rehabilitation,Nonfatal,7,Laceration,2,Arm,1,Struck-by,5,Flying Object Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220939201,3/7/2017,"TRAILER,FOOT,LEG,FRACTURE,JACK",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",11,Feet,1,Struck-by,6,Overhead Moving/Falling Object Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220951388,3/3/2017,"PINNED,STRUCK BY,VERTEBRA,UNSTABLE POSITION,UNSTABLE LOAD,RIB,FRACTURE",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",20,Neck,1,Struck-by,6,Overhead Moving/Falling Object Action,4,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,0,0
220950166,2/22/2017,"SUSPENDED LOAD,MATERIAL HANDLING,HOIST,FALLING OBJECT,CHIPPER,ACCIDENTAL DISCHARGE,TREE TRIMMING,STRUCK BY,CRUSHING",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",1,Abdomen,1,Struck-by,6,Overhead Moving/Falling Object Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220945752,1/17/2017,"STRUCK BY,RIGGING,HEAD,FALLING OBJECT,CLEANING,ASPHALT,BROKEN CABLE,WATER,CONFINED SPACE",0, ,0, ,0, ,0, ,Nonfatal,6,Head Trauma,13,Head,1,Struck-by,6,Overhead Moving/Falling Object Action,4,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,0,0
220917173,12/16/2016,STRUCK BY,0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,6,Overhead Moving/Falling Object Action,4,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,0,0
220885529,9/9/2016,"STRUCK BY,GRAIN ELEVATOR,FALLING OBJECT",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,6,Overhead Moving/Falling Object Action,4,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,0,0
220880728,8/24/2016,"CRUSHING,FALLING OBJECT,OIL WELL DRILLING/SERVICING,STRUCK BY",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,1,Struck-by,6,Overhead Moving/Falling Object Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220863203,6/25/2016,"STRUCK BY,CRANE,CRUSHED",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,1,Struck-by,6,Overhead Moving/Falling Object Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220826408,1/11/2016,"STRUCK BY,JAMMED,CHAIN,DOOR,HEAD,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,6,Overhead Moving/Falling Object Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220783641,7/24/2015,"STRUCK BY,UNCONSCIOUSNESS,CROSSARM,HEAD,POWER LINES,INSULATOR,FALLING OBJECT,BRACE,TRUCK,SHOULDER,TRANSMISSION TOWER",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,21,Shoulder,1,Struck-by,6,Overhead Moving/Falling Object Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220819726,1/2/2016,"WALL,CRUSHED,COLLAPSE,CONCRETE",C,Commercial building,1,1,A,"Under $50,000",B,Alteration or rehabilitation,Fatal,6,Head Trauma,13,Head,1,Struck-by,6,Overhead Moving/Falling Object Action,4,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,0,26
220838015,3/19/2016,"STRUCK BY,STAIR,CAUGHT BETWEEN,POWERED INDUSTRIAL VEHICLE,HOIST",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,2,Caught in or between,6,Overhead Moving/Falling Object Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220830095,2/10/2016,"AUTO LIFT,CRUSHED",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",5,Ribs,2,Caught in or between,6,Overhead Moving/Falling Object Action,4,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,0,0
220946933,4/11/2017,"STRUCK BY,CRANE,DISMANTLING,HOIST,LEG,FRACTURE,FALLING OBJECT,CONSTRUCTION,BRIDGE,BOOM",J,Bridge,0, ,0, ,E,Other,Nonfatal,12,"Fracture, Broken Bones",16,Left Leg,2,Caught in or between,6,Overhead Moving/Falling Object Action,4,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,0,0
220913321,12/9/2016,"TRENCH,HIGHWAY,CRUSHED,TRENCH BOX,COLLAPSE",M,Pipeline,0, ,0, ,E,Other,Fatal,21,Serious Fall/Strike,5,Ribs,2,Caught in or between,6,Overhead Moving/Falling Object Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,27
220876361,8/8/2016,"TRENCH,FALLING OBJECT,EXCAVATION,TRENCH BOX,ASPHYXIATED",A,Single family or duplex dwelling,0, ,C,"$250,000 to $500,000",A,New project or new addition,Fatal,2,"Asphyxiation, Drowning",5,Ribs,2,Caught in or between,6,Overhead Moving/Falling Object Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,27
220926885,1/31/2017,"ELEVATED WORK PLATFORM,FALL,POWERED INDUSTRIAL VEHICLE",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,13,Head,5,Fall (from elevation),6,Overhead Moving/Falling Object Action,4,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,0,0
220836654,3/10/2016,"SHOCK,AERIAL LIFT,ELECTRICAL,POWER LINES,FALL PROTECTION,FALL",0, ,0, ,0, ,0, ,Fatal,10,Electrocution,4,Whole Body,5,Fall (from elevation),6,Overhead Moving/Falling Object Action,4,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,0,0
220934095,2/15/2017,"RAIL,FALL,OVERHEAD CRANE,LUNG,RAILROAD TRACK",P,Other heavy construction,0, ,0, ,A,New project or new addition,Nonfatal,12,"Fracture, Broken Bones",5,Ribs,5,Fall (from elevation),6,Overhead Moving/Falling Object Action,4,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,0,18
220814313,12/1/2015,"SAW,FALL,SKYLIGHT",C,Commercial building,1,1,D,"$500,000 to $1,000,000",B,Alteration or rehabilitation,Fatal,6,Head Trauma,13,Head,5,Fall (from elevation),6,Overhead Moving/Falling Object Action,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,20
220929251,11/4/2016,"PAINTER,FALL,SCAFFOLD",G,Sewer/water treatment plant,0, ,0, ,B,Alteration or rehabilitation,Fatal,21,Serious Fall/Strike,19,Internal Injuries,5,Fall (from elevation),7,Gas/Vapor/Mist/Fume/Smoke/Dust,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,16
220949358,2/16/2017,"RESPIRATORY,ACCIDENTAL DISCHARGE,VAPOR,CHLORINE DIOXIDE,INHALATION,LOCKOUT/TAGOUT",0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,28,Lungs (Puncture),8,Inhalation,7,Gas/Vapor/Mist/Fume/Smoke/Dust,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220838981,3/23/2016,"VAPOR,BURN,FIRE BRIGADE/DEPARTMENT,FUEL TRUCK,FIRE",0, ,0, ,0, ,0, ,Fatal,5,Fire Burn,16,Left Leg,14,Other,7,Gas/Vapor/Mist/Fume/Smoke/Dust,4,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,D150,0
220825590,1/21/2016,"PROPANE,EXPLOSION,FIRE,GAS LEAK,BURN",0, ,0, ,0, ,0, ,Fatal,4,Chemical Burn,19,Internal Injuries,14,Other,7,Gas/Vapor/Mist/Fume/Smoke/Dust,4,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,0,0
220942841,3/23/2017,"STRUCK BY,FRACTURE,FALLING OBJECT,MATERIAL HANDLING,LEG",0, ,0, ,0, ,0, ,Nonfatal,12,"Fracture, Broken Bones",16,Left Leg,1,Struck-by,8,Materials Handling Equip./Method,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
220895213,10/5/2016,"PELVIS,LACERATION,HYDRAULIC CYLINDER,LOCKOUT/TAGOUT,STRUCK BY,ARM,KICK BACK,FRONT END LOADER,FRACTURE,RIB",0, ,0, ,0, ,0, ,Nonfatal,7,Laceration,14,Hip,1,Struck-by,8,Materials Handling Equip./Method,4,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,0,0
220872568,7/29/2016,"CAUGHT IN,MATERIAL HANDLING,STEEL,CRANE,FALLING OBJECT,HEAD,FOOT,STRUCK BY",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,8,Materials Handling Equip./Method,4,Malfunction In Securing/Warning Op,1,Regularly Assigned,0,0
